Sarah Jessica Parker	Sarah-Jessica Parker	female	Manhattan	New York City	USA	NA	married to Matthew Broderick	NA
Kevin Bacon	Kevin Bacon	male	Philadelphia	Pennsylvania	USA	left	married to Kyra Sedgewick	NA
Hans Gruber	Hans Gruber	male	Nakitomi Building	California	USA	right	single	fictional
Antonio Salieri	Antonio Salieri	male	NA	Vienna	Austria	right	single	NA
Saruman the White	Saruman White	male	Orthanc 	Isengard	Middle Earth	right	single	fictional
Gandalf the Grey	Gandalf Grey	male	NA	Valinor	Middle Earth	left	single	fictional
Sauron	Sauron	male	Mount Doom	Mordor	Middle Earth	right	single	fictional
Maleficent	Maleficent	female	NA	NA	NA	right	single	fictional
Norman Bates	Norman Bates	male	Bates Motel	Fairvale	California	NA	single	fictional
Nigel Tufnel	Nigel Tufnel	male	Squatney	East London	UK	NA	single	fictional
Judge Joe Dredd	Joseph Dredd	male	Rowdy Yates Block	Mega-City One	USA	right	single	fictional
Wesley Crusher	Wesley Crusher	male	NA	NA	NA	NA	single	fictional
Sarah Silverman	Sarah Silverman	female	Bedford	New Hampshire	USA	left	single	NA
Tweety Pie	Tweety Pye	female	Toontown	NA	NA	NA	single	fictional
Sylvester the Cat	Sylvester	male	Toontown	NA	NA	NA	single	fictional
Ronald McDonald	Ronald McDonald	male	San Bernadino	California	USA	right	single	fictional
The HamBurglar	Hammy Davis-Jr.	male	San Bernadino	California	USA	libertarian	single	fictional
Osama Bin Laden	Osama Bin-Laden	male	Abbottabad	Hazara	Pakistan	right	married	NA
Saddam Hussein	Saddam Hussein	male	Al-Awja	Tikrit	Iraq	right	married	NA
Ayatollah Khomeini	Ayatollah Khomeini	male	NA	Tehran	Iran	right	married	NA
Leonardo DiCaprio	Leonardo DiCaprio	male	Los Angeles	California	USA	left	dating Gisele Bündchen	NA
Jay Gatsby	Jay Gatsby	male	West Egg	New York	USA	libertarian	dating Daisy Buchanan	fictional
Michael J. Fox	Michael J.-Fox	male	Edmonton	Alberta	Canada	left	married to Tracy Pollen	NA
Ellen Ripley	Ellen Ripley	female	NA	Olympia	Luna	left	single	fictional
Clarice Starling	Clarice Starling	female	NA	West Virginia	USA	left	NA	fictional
Scarlett O'Hara	Scarlett O'Hara	female	Tara Plantation	Georgia	USA	right	married to Rhett Butler	fictional
Modesty Blaise	Modesty Blaise	female	NA	NA	NA	libertarian	single	fictional
Sarah Connor	Sarah Connor	female	Los Angeles	California	USA	libertarian	single	fictional
Condoleezza Rice	Condoleezza Rice	female	Birmingham	Alabama	USA	right	single	NA
Donald Rumsfeld	Donald Rumsfeld	male	Evanston	Illinois	USA	right	married	NA
Lisbeth Salander	Lisbeth Salander	female	Fiskargatan 9	Stockholm	Sweden	left	single	fictional
Princess Leia Organa	Leia Organa	female	NA	NA	Alderaan	left	dating Han Solo	fictional
Hermione Granger	Hermione Granger	female	Hogwarts	Scotland	UK	left	dating Ron Weasley	fictional
Sydney Bristow	Sydney Bristow	female	Los Angeles	California	USA	left	married to Michael Vaughn	fictional
Dana Scully	Dana Scully	female	Quantico	Virginia	USA	right	dating Fox Mulder	fictional
Marie Curie	Marie Curie	female	Passy	Haute-Savoie	France	left	married to Pierre Curie	NA
Tim Burton	Tim Burton	male	Burbank	California	USA	left	dating Helena Bonham Carter	NA
Coco Chanel	Coco Chanel	female	Place Vendôme	Paris	France	right	dating Pierre Reverdy	NA
Fox Mulder	Fox Mulder	male	Quantico	Virginia	USA	left	dating Dana Scully	fictional
Bruce Willis	Bruce Willis	male	Manhattan	New York City	USA	right	divorced from Demi Moore	NA
Robert Downey Jr.	Robert Downey-Jr.	male	Malibu	California	USA	left	married	NA
Michael Schumacher	Michael Schumacher	male	Gland	Lake Geneva	Switzerland	NA	married	NA
Oscar Pistorius	Oscar Pistorius	male	Sandton	Johannesburg	South Africa	right	dating Reeva Steenkamp	NA
Bernard Madoff	Bernard Madoff	male	Manhattan	New York City	USA	right	married	NA
Julian Assange	Julian Assange	male	Ecuadorian Embassy	London	UK	libertarian	single	NA
Tom Ripley	Tom Ripley	male	Belle Ombre	Villeperce-sur-Seine	France	libertarian	married to Héloise Plïsson	fictional
Mrs. Doubtfire	Euphegenia Doubtfire	female	San Francisco	California	USA	right	single	fictional
Kim Jong-Il	Jong-Il Kim	male	Pyongyang	North Korea	Korea	left	married	NA
Kim Jung-un	Jung-un Kim	male	Pyongyang	North Korea	Korea	left	married	NA
Simon Pegg	Simon Pegg	male	Notting Hill	London	UK	left	single	NA
Anne Boleyn	Anne Boleyn	female	St. James Palace	London	UK	NA	married to King Henry VIII	NA
King Henry VIII	Henry Tudor	male	St. James Palace	London	UK	right	married to Anne Boleyn	NA
Angela Merkel	Angela Merkel	female	Reichstag	Berlin	Germany	right	married	NA
Silvio Berlusconi	Silvio Berlusconi	male	Villa San Martino	Monza	Italy	NA	divorced	NA
Princess Fiona	Fiona	female	NA	NA	Far Far Away	NA	married to Shrek	fictional
Victor Frankenstein	Victor Frankenstein	male	Ingolstadt University	Bavaria	Germany	NA	single	fictional
Count Dracula	Vlad Dracula	male	Bran Castle	Transylvania	Romania	right	single	fictional
Jim Carrey	Jim Carrey	male	Beverly Hills	California	USA	left	divorced	NA
General George Patton	George Patton	male	Heidelberg	Baden-Württemberg	Germany	right	married	NA
John F. Kennedy	John F.-Kennedy	male	Dealey Plaza	Texas	USA	left	married to Jackie Kennedy	NA
Nicolas Sarkozy	Nicolas Sarkozy	male	The Élysée Palace	Paris	France	right	married to Carla Bruni	NA
Dominique Strauss-Kahn	Dominique Strauss-Kahn	male	The Sofitel	New York City	USA	left	divorced	NA
Alexander the Great	Alexander	male	NA	Alexandria	Egypt	right	single	NA
Pocahontas	Pocahontas	female	Jameston	Virginia	USA	NA	dating John Smith	NA
Amelia Earhart	Amelia Earhart	female	NA	NA	NA	NA	married to George Putnam	NA
Charles Lindbergh	Charles Lindbergh	male	St. Louis	Missouri	USA	right	married	NA
Frida Kahlo	Frida Kahlo	female	Coyoacán	Mexico City	Mexico	left	married to Diego Rivera	NA
Judy Garland	Judy Garland	female	NA	Emerald City	Oz	NA	married	NA
Ella Fitzgerald	Ella Fitzgerald	female	Beverly Hills	California	USA	NA	married	NA
Sylvia Plath	Sylvia Plath	female	Primrose Hill	London	UK	left	married to Ted Hughes	NA
Nicolas Cage	Nicolas Cage	male	French Quarter	Louisiana	USA	NA	divorced from Lisa-Marie Presley	NA
Malcolm X	Malcolm X	male	Boston	Massachusetts	USA	left	married to Betty Shabazz	NA
Rosa Parks	Rosa Parks	female	Tuskegee	Alabama	USA	left	NA	NA
Sean Penn	Sean Penn	male	NA	Port-au-Prince	Haiti	left	dating Charlize Theron	NA
Mickey Rourke	Mickey Rourke	male	Schenectady	New York	USA	right	divorced from Carré Otis	NA
Elton John	Elton John	male	Grand Canal	Venice	Italy	left	married to David Furnish	NA
Bradley Manning	Bradley Manning	male	Fort Leavenworth	Kansas	USA	left	single	NA
Chelsea Manning	Chelsea Manning	female	Fort Leavenworth	Kansas	USA	left	single	NA
Tim Berners-Lee	Tim Berners-Lee	male	Cambridge	Massachusetts	USA	left	married	NA
Edward Snowden	Edward Snowden	male	Sheremetyevo airport	Moscow	Russia	left	single	NA
Sergey Brin	Sergey Brin	male	Googleplex	Mountain View	USA	left	married to Anne Wojcicki	NA
Larry Page	Larry Page	male	Googleplex	Mountain View	USA	left	married to Lucinda Southworth	NA
Montgomery Burns	Montgomery Burns	male	Springfield Power Plant	Springfield	USA	right	single	fictional
Waylon Smithers	Waylon Smithers	male	Springfield Power Plant	Springfield	USA	right	pining for Montgomery Burns	fictional
Mayor Joe Quimby	Joe Quimby	male	The Quimby Compound	Springfield	USA	libertarian	married to Martha Quimby	fictional
Chief Clarence Wiggum	Clarence Wiggum	male	Springfield police station	Springfield	USA	right	married to Sarah Wiggum	fictional
Lionel Hutz	Lionel Hutz	male	Springfield shopping mall	Springfield	USA	libertarian	single	fictional
Troy McClure	Troy McClure	male	Betty Ford clinic	Springfield	USA	right	divorced from Selma Bouvier	fictional
Rainier Luftwaffe Wolfcastle	Rainier Luftwaffe Wolfcastle	male	Wolfcastle Castle	Springfield	USA	right	divorced from Maria Quimby	fictional
Krusty the Clown	Herschel Krustofski	male	Springfield synagogue	Springfield	USA	right	single	fictional
Edna Krabappel	Edna Krabappel	female	Springfield High	Springfield	USA	right	married to Ned Flanders	fictional
Kent Brockman	Kent Brockman	male	Channel 6 Studios	Springfield	USA	right	married to Stephanie Brockman	fictional
Hans Moleman	Hans Moleman	male	Oak Grove	Springfield	USA	right	dated Selma Bouvier	fictional
Selma Bouvier	Selma Bouvier	female	Spinster Arms	Springfield	USA	right	divorced from Troy McClure	fictional
Principal Seymour Skinner	Seymour Skinner	male	Springfield Elementary	Springfield	USA	right	dating Edna Krabappel	fictional
Nelson Muntz	Nelson Muntz	male	Springfield Elementary	Springfield	USA	right	dating Lisa Simpson	fictional
Groundskeeper Willie MacDougal	Willie MacDougal	male	Springfield Elementary	Springfield	USA	left	dating Patty Bouvier	fictional
Thomas "Neo" Anderson	Thomas Anderson	male	Lower Downtown	Capital City	USA	left	dating Trinity	fictional
Morpheus	Morpheus	male	The Nebuchadnezzar	Zion	New Earth	left	dating Niobe	fictional
Trinity	Trinity	female	The Matrix	Zion	New Earth	left	dating Thomas "Neo" Anderson	fictional
Agent Smith	Hugo Smith	male	The Core	Machine City	New Earth	right	NA	fictional
Glenn Quagmire	Glenn Quagmire	male	Spooner Street	Rhode Island	USA	libertarian	dating Cheryl Tiegs	fictional
Uri Geller	Uri Geller	male	NA	Tel Aviv	Israel	right	married to Hannah Geller	NA
Jeffrey "The Dude" Lebowski	Jeffrey Lebowski	male	Hollywood Star Lanes	California	USA	left	dating Maude Lebowski	fictional
Iggy Pop	Iggy Pop	male	Ypsilanti	Michigan	USA	libertarian	married to Nina Alu	NA
Mark Zuckerberg	Mark Zuckerberg	male	Harvard	Massachusetts	USA	right	married to Priscilla Chan	NA
Roy Batty	Roy Batty	male	Los Angeles	California	USA	right	dating Pris	fictional
Rick Deckard	Rick Deckard	male	Los Angeles	California	USA	right	dating Rachel Tyrell	fictional
Dr. Eldon Tyrell	Eldon Tyrell	male	Tyrell Pyramid	California	USA	right	NA	fictional
Thor Odinson	Thor Odinson	male	Puente Antiguo	New Mexico	USA	libertarian	dating Dr. Jane Foster	fictional
Loki Laufeyson	Loki Laufeyson	male	NA	NA	Asgard	NA	NA	fictional
Richard B. Riddick	Richard Riddick	male	New Mecca	Helion Prime	The Helion System	libertarian	NA	fictional
Alan Turing	Alan Turing	male	Hut 8	Bletchley Park	UK	left	NA	NA
Conan the Barbarian	Conan	male	NA	Cimmeria	Hyperborea	libertarian	dating Red Sonja	fictional
Red Sonja	Sonja	female	NA	Hyrkania	Hyperborea	libertarian	dating Conan the Barbarian	fictional
Jeff "Comic Book Guy" Albertson	Jeff Albertson	male	The Android's Dungeon	Springfield	USA	right	married to Kumiko Albertson	fictional
King Richard III	Richard York	male	Bosworth Field	Leicester	UK	right	married to Anne Neville	NA
Queen Elizabeth I	Elizabeth Tudor	female	Richmond Palace	Surrey	UK	right	dating Robert Dudley	NA
Dr. Henry Jekyll	Henry Jekyll	male	Cavendish Square	London	UK	right	single	fictional
Mr. Edward Hyde	Edward Hyde	male	Cavendish Square	London	UK	libertarian	single	fictional
Travis Bickle	Travis Bickle	male	The Bowery	New York City	USA	right	single	fictional
Tyler Durden	Tyler Durden	male	Century City	California	USA	libertarian	dating Marla Singer	fictional
Sam Winchester	Sam Winchester	male	Lawrence	Kansas	USA	left	dating Jessica Moore	fictional
Dean Winchester	Dean Winchester	male	Lawrence	Kansas	USA	libertarian	separated from Lisa Braeden	fictional
Jesus Christ	Jesus Christ	male	Nazareth	Judea	NA	right	dating Mary Magdalen	NA
Lucifer	Lucifer	male	Pandemonium	Hell	NA	libertarian	dating Saddam Hussein	fictional
Eric Cartman	Eric Cartman	male	South Park	Colorado	USA	right	pursuing Wendy Testaburger	fictional
Agent Phil Coulson	Phil Coulson	male	The Triskelion	Theodore Roosevelt Island	USA	right	NA	fictional
Nick Fury	Nick Fury	male	The Triskelion	Theodore Roosevelt Island	USA	right	dating Valentina Allegra	fictional
Russell Brand	Russell Brand	male	Shoreditch	London	UK	left	divorced from Katy Perry	NA
Jeremy Paxman	Jeremy Paxman	male	Henley-on-Thames	Oxfordshire	UK	right	married to Elizabeth Ann Clough	NA
Boris Johnson	Boris Johnson	male	Henley-on-Thames	Oxfordshire	UK	right	married to Marina Wheeler	NA
Ebenezer Scrooge	Ebenezer Scrooge	male	45 Lime Street	London	UK	right	single	fictional
Wilkins Micawber	Wilkins Micawber	male	Southwark	London	UK	right	married to Emma Micawber	fictional
Fagin	Fagin	male	Houndsditch	London	UK	right	single	fictional
The Artful Dodger	Jack Dawkins	male	Houndsditch	London	UK	right	single	fictional
Uriah Heap	Uriah Heap	male	Southwark	London	UK	right	pursuing Agnes Wickfield	fictional
Bob Cratchit	Bob Cratchit	male	Camden Town	London	UK	left	married to Emily Cratchit	fictional
Tiny Tim Cratchit	Tim Cratchit	male	Camden Town	London	UK	left	NA	fictional
Jean-Paul Sartre	Jean-Paul Sartre	male	the Left Bank	Paris	France	left	dating Simone de Beauvoir	NA
Simone de Beauvoir	Simone de-Beauvoir	female	the Left Bank	Paris	France	left	dating Jean-Paul Sartre	NA
Monica Lewinsky	Monica Lewinsky	female	the Watergate complex	Washington D.C.	USA	left	pursuing Bill Clinton	NA
Colonel Kurtz	Walter Kurtz	male	Camp Kurtz	The Nung River	Cambodia	right	married to Janet Kurtz	fictional
Jor El	Jor El	male	NA	Kryptonopolis	Krypton	right	married to Lara El	fictional
Kal El	Kal El	male	The Daily Planet	Metropolis	USA	right	married to Lois Lane	fictional
General Zod	Zod	male	NA	Kryptonopolis	Krypton	right	NA	fictional
Bridget Jones	Bridget Jones	female	Bermondsey	London	UK	left	dating Mark Darcy	fictional
Lizzy Bennet	Lizzy Bennet	female	Meryton	Hertfordshire	UK	left	married to Mr. Darcy	fictional
Mr. Darcy	Fitzwilliam Darcy	male	Pemberly	Hertfordshire	UK	right	married to Lizzy Bennet	fictional
John Constantine	John Constantine	male	Casa Nova Club	Newcastle	UK	left	dating Zatanna	fictional
Hellboy	Anung Un-Rama	male	B.P.R.D. headquarters	New Jersey	USA	left	dating Liz Sherman	fictional
Charlie Harper	Charlie Harper	male	Malibu	California	USA	libertarian	single	fictional
Snake Plissken	Snake Plissken	male	Manhattan open prison	New York City	USA	libertarian	single	fictional
Severus Snape	Severus Snape	male	Hogwarts	Scotland	UK	right	pining for Lily Potter	fictional
Borat	Borat	male	NA	Astana	Kazakhstan	right	widowed by Oksana Borat	fictional
Ali G	Ali	male	Staines	Surrey	UK	left	NA	fictional
Jack Reacher	Jack Reacher	male	West Point	New York	USA	libertarian	NA	fictional
Arthur Dent	Arthur Dent	male	Islington	London	UK	left	pining for Trillian Astra	fictional
Del Boy Trotter	Derek Trotter	male	Hackney	London	UK	right	married to Raquel Trotter	fictional
Captain William Bligh	William Bligh	male	NA	Plymouth	UK	right	married	NA
Fletcher Christian	Fletcher Christian	male	NA	NA	Pitcairn Island	left	married to Mauatua Christian	NA
Frank Underwood	Frank Underwood	male	White House	Washington D.C.	USA	right	married to Claire Underwood	fictional
Napoleon Solo	Napoleon Solo	male	Manhattan	New York	USA	right	single	fictional
Quasimodo	Quasimodo	male	Notre-Dame	Paris	France	left	dating Esmeralda	fictional
Ilya Kuryakin	Ilya Kuryakin	male	Manhattan	New York	USA	right	single	fictional
Wolverine	Wolverine	male	Westchester	New York	USA	right	pursuing Jean Grey	fictional
Deadpool	Wade Wilson	male	Manhattan	New York	USA	right	dating Vanessa Carlysle	fictional
Green Lantern	Hal Jordan	male	NA	Metropolis	USA	right	NA	fictional
Superman	Kal El	male	The Daily Planet	Metropolis	USA	right	married to Lois Lane	fictional
Ryan Reynolds	Ryan Reynolds	male	Los Angeles	California	USA	left	married to Blake Lively	NA
Coriolanus Snow	Coriolanus Snow	male	The Capital	Panem	NA	right	NA	fictional
